"TID","UA"
"TID_CLAN_RESPONSE_51","Запит на вступ не відправлено: клуб більше не приймає запити."
"TID_CLAN_RESPONSE_52","Запит на вступ не відправлено: попередній запит до цього клубу ще не розглянуто."
"TID_CLAN_RESPONSE_53","Запит на вступ не відправлено: щоб вступити до цього клубу, потрібно більше трофеїв."
"TID_CLAN_RESPONSE_54","Запит на вступ неможливий: можливість вступу до цього клубу заблокована через раніше відхилений запит або виключення."
"TID_CLAN_RESPONSE_55","Запит на вступ неможливий: не можна вступити до клубу в іншому регіоні."
"TID_CLAN_RESPONSE_56","Вступити не вдалося: цей клуб не належить до категорії «сімейний»."
"TID_CLAN_RESPONSE_70","Гравця вигнано"
"TID_CLAN_RESPONSE_80","Клуб покинуто"
"TID_CLAN_RESPONSE_81","Підвищення успішне"
"TID_CLAN_RESPONSE_82","Пониження успішне"
"TID_CLAN_RESPONSE_90","Гравця прийнято"
"TID_CLAN_RESPONSE_91","Гравця не прийнято"
"TID_CLAN_RESPONSE_92","Прийняти не вдалося: гравець уже в клубі."
"TID_CLAN_RESPONSE_93","Дія не вдалася: запит не знайдено."
"TID_CLAN_RESPONSE_94","Дія не вдалася: запит уже був розглянутий."
"TID_CLAN_RESPONSE_95","Дія не вдалася: недостатньо прав."
"TID_CLAN_RESPONSE_96","Прийняти не вдалося: гравець заблокований у цьому клубі."
"TID_CLAN_RESPONSE_97","Виключення відбудеться після закінчення клубної події"
"TID_CLAN_RESPONSE_98","Вихід відбудеться після закінчення клубної події"
"TID_CLAN_RESPONSE_100","Тебе виключили з клубу"
"TID_CLAN_RESPONSE_101","Тебе підвищили в званні"
"TID_CLAN_RESPONSE_102","Тебе понизили в званні"
"TID_CLAN_RESPONSE_112","Лист клубу можна надіслати через <TIME>"
"TID_CLAN_RESPONSE_113","Лист клубу надіслано"
"TID_CLAN_NO_RIGHTS","Недостатньо прав для виконання цієї дії"
"TID_ALLIANCE_NAME_TOO_SHORT","Назва клубу занадто коротка"
"TID_CLAN_JOIN_REQUEST_TITLE","Попросити прийняти в клуб"
"TID_CLAN_JOIN_REQUEST_SEND","Надіслати"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Я хочу вступити до вашого клубу..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Прийняти цього гравця в клуб?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Прийняти"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Відхилити"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Прийнято гравцем <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Відхилено гравцем <name>"
"TID_HINT_DRAG_TO_AIM","Затисни і потягни для прицілювання"
"TID_HINT_RELEASE_TO_SHOOT","Відпусти для пострілу"
"TID_HINT_ACTIVATE_ULTI","Затисни і потягни <cff9900>ЖОВТИЙ ДЖОЙСТИК</c> для наведення Супера на ціль!"
"TID_HINT_DRAG_TO_ULTI","Затисни і потягни для наведення СУПЕРА на ціль і відпусти для пострілу!"
"TID_HINT_COLLECT_GOLD","Павший боєць втрачає <ce662f9>КРИСТАЛИ</c>"
"TID_HINT_HOLD_GOLD","Не втрать свої <ce662f9>КРИСТАЛИ</c>!"
"TID_HINT_GO_AFTER_ENEMY","В погоню за ворогом!"
"TID_HINT_ATTACK_BASE","Зламай сейф ворога і захисти свій власний!"
"TID_HINT_DEFEND_BASE","Зламай сейф ворога і захисти свій власний!"
"TID_HINT_SHOOT_ENEMIES","Перемагай ворогів, щоб отримати зірки."
"TID_HINT_BLUE_STAR_TIEBREAKER","Синя зірка вирішує результат бою в разі нічиєї!"
"TID_HINT_YOU_ARE_WINNING","Твоя команда перемагає! Захищайся!"
"TID_HINT_YOU_ARE_LOSING","Твоя команда програє! Переходь у наступ!"
"TID_HINT_TAP_TO_MOVE","Натисни для переміщення.\nТримайся поруч із командою."
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","Бережись: за твою голову призначена велика нагорода!"
"TID_BOUNTY_3","Бережись: за твою голову призначена величезна нагорода!"
"TID_BOUNTY_4","Розшукується живим або мертвим!"
"TID_NO_CLAN_TITLE","Знайти клуб"
"TID_NO_CLAN_BODY","Вступи в клуб, щоб грати з іншими учасниками!"
"TID_NO_CLAN_SUGGESTIONS","Рекомендовані клуби"
"TID_NO_CLAN_RESULTS","Результати пошуку"
"TID_NO_CLAN_EMPTY","Рекомендованих клубів немає :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Чекаємо дані..."
"TID_CONNECTING_TO_SERVER","Підключення до сервера..."
"TID_TEAM_ADVERTISE","РОЗПОВІСТИ"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","клубу"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","друзям"
"TID_TEAM_AD_INFO_0","У пошуку гравців для командного бою"
"TID_TEAM_AD_JOIN","Вступити в команду"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Не можна вступити. Ти вже в команді."
"TID_TEAM_MEMBER_STATUS_0","<c999999>НЕ В МЕРЕЖІ</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>БІЙ</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>НЕ НА МІСЦІ</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>НЕ ГОТОВИЙ</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>У ПІДБОРІ СУПЕРНИКІВ</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>ЕКРАН ЗАВЕРШЕННЯ</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>НЕ В МЕРЕЖІ</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>СПОСТЕРЕЖЕННЯ</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ТРЕНУВАННЯ</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>ДРУКУЄ...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>БІЙЦІ</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>ПОДІЇ</c>"
"TID_TEAM_MEMBER_STATUS_13","<c999999>КВЕСТИ</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>ГОТОВО!</c>"
"TID_TEAM_STATUS_IN_MATCH","БІЙ"
"TID_TEAM_STATUS_IN_MATCHMAKING","ПІДБІР СУПЕРНИКІВ"
"TID_TEAM_STATUS_FULL","<cff1e00>ЗАПОВНЕНА</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","ВІДКРИТА"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Для використання цієї можливості потрібно бути в клубі."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Для використання цієї можливості потрібні друзі."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Не можна розповісти. Команда вже набрана."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Це може зробити тільки творець команди."
"TID_TEAM_LOC_INFO","<MODE> у <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","КОМАНДИ"
"TID_STREAM_EVENT_1","<target> виключається з клубу гравцем <sender>. Бувай!"
"TID_STREAM_EVENT_2","<target> приймається в клуб гравцем <sender>. Ласкаво просимо!"
"TID_STREAM_EVENT_3","<sender> вступає в клуб! Ласкаво просимо!"
"TID_STREAM_EVENT_4","<sender> залишає клуб! Бувай!"
"TID_STREAM_EVENT_5","<target> підвищується в званні гравцем <sender>. Вітаємо!"
"TID_STREAM_EVENT_6","<target> понижується в званні гравцем <sender>. Нічого особистого!"
"TID_STREAM_EVENT_7","Це твій новий клуб! Ласкаво просимо!"
"TID_STREAM_EVENT_8","<sender> виключає з клубу гравця <target>. Виключення відбудеться після закінчення поточної клубної події."
"TID_STREAM_EVENT_9","<sender> залишає клуб. Виключення відбудеться після закінчення поточної клубної події."
"TID_STREAM_EVENT_10","<sender> повертається в клуб! Ласкаво просимо!"
"TID_STREAM_EVENT_101","Команда створена гравцем <sender>"
"TID_STREAM_EVENT_102","<sender> приєднується"
"TID_STREAM_EVENT_103","<sender> йде"
"TID_STREAM_EVENT_104","<sender> виключається гравцем <target>. Бувай!"
"TID_STREAM_EVENT_105","підбір суперників почався"
"TID_STREAM_EVENT_106","підбір суперників скасовано"
"TID_STREAM_EVENT_107","бій почався"
"TID_STREAM_EVENT_108","бій виграно"
"TID_STREAM_EVENT_109","бій програно"
"TID_STREAM_EVENT_110","тренування почалося"
"TID_STREAM_EVENT_111","тренування закінчилося"
"TID_STREAM_EVENT_112","бій закінчився внічию"
"TID_STREAM_EVENT_113","зіткнення завершено"
"TID_STREAM_EVENT_114","Текстовий чат заглушено"
"TID_STREAM_EVENT_115","Текстовий чат увімкнено"
"TID_CHAT_BOTTOM_BUTTON","Прокрутити вниз"
"TID_CHAT_BOTTOM_NEW_MESSAGES","Нових повідомлень: <count>"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Нове повідомлення!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Покращити до <LVL>-го рівня"
"TID_HERO_INFO_ITEMS","ПОКРАЩЕННЯ"
"TID_HERO_INFO_SKINS","БОЄЦЬ"
"TID_HERO_INFO_SKIN_OWNED","У тебе є цей скін"
"TID_HERO_INFO_SKIN_ACTIVE","ВИБРАНО"
"TID_HERO_INFO_SKIN_ACTIVATE","ВИБРАТИ"
"TID_HERO_INFO_LEADERBOARD","Список лідерів"
"TID_HERO_INFO_LEADERBOARD_LABEL","<HERO>: найкращі гравці"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","ШУКАТИ"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Затисни і потягни для наведення Супера на ціль!"
"TID_HINT_SHOOT","Затисни і потягни для прицілювання, відпусти для пострілу."
"TID_HERO_SCORE_SUM_LEADERBOARD","Найкращі гравці"
"TID_ALLIANCE_LEADERBOARD","Найкращі клуби"
"TID_HINT_MAKE_GOAL","Затисни і потягни для прицілювання і відпусти, щоб ударити по м’ячу."
"TID_BATTLE_ROYALE_INTRO_TEXT","Бій на виживання!"
"TID_HINT_COLLECT_BUFFS","Щоб стати сильнішим, збирай <c50d050>кубики підсилення</c>\nіз скринь і забирай у переможених ворогів!"
"TID_PLAYERS_LEFT","Залишилося бійців: <num>"
"TID_AVOID_POISON","Тримайся подалі від наближаючихся <c90ee90>отруйних хмар</c>!"
"TID_CLAN_CREATE_COOLDOWN","Створення клубу ще неможливе. Спробуй знову через <TIME>"
"TID_PLAYER_DATA_MISSING","Немає даних про гравця"
"TID_ALLIANCE_DATA_MISSING","Немає даних про клуб"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Дочекайся перезарядки!"
"TID_EVENT_EXPIRED","Час, відведений для події, минув."
"TID_DOUBLE_COINS_INFO","За бій тут можна отримати вдвічі більше досвіду Brawl Pass."
"TID_SETTINGS_TITLE","НАЛАШТУВАННЯ"
"TID_SETTINGS_CONTROL_MODE_TITLE","РЕЖИМ КЕРУВАННЯ"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Натисни, щоб почати рух"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Натисни на область екрана, щоб відправити туди бійця. Затисни і потягни для прицілювання, відпусти для пострілу."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Керування джойстиком (для правшів)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Пересувайся за допомогою віртуального джойстика в лівому нижньому куті. Торкнися цілі, щоб вистрілити."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Керування джойстиком (для шульг)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Пересувайся за допомогою віртуального джойстика в правому нижньому куті. Торкнися цілі, щоб вистрілити."
"TID_CHANGE_NAME_TITLE","ЗМІНИТИ ІМ’Я"
"TID_SETTINGS_PLAYERNAME_CURRENT","Поточне ім’я:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Будь ласка, не використовуй своє справжнє ім’я! Вкажи нове ігрове ім’я:"
"TID_ERROR_NAMES_DONT_MATCH","Імена не збігаються. Будь ласка, спробуй ще раз."
"TID_CONTINUE","Продовжити"
"TID_NAMECHANGE_WARNING","УВАГА: змінити ім’я можна лише ОДИН РАЗ."
"TID_CONFIRM","Підтвердити"
"TID_INVALID_NAME","Неприпустиме ім’я! Спробуй інше."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Введи нове ім’я ще раз:"
"TID_NAME_ALREADY_CHANGED","Змінити ім’я можна лише один раз."
"TID_NAME_CHANGE_ALREADY_USED","Твоє ім’я вже було одного разу змінено."
"TID_NAME_CHANGED_SUCCESS","Ім’я змінено!"
"TID_NAME_CHANGE_IN_PROGRESS","Неможливо змінити ім’я. Попередня зміна ще не завершена."
"TID_CONFIRM_CONFIRM","Будь ласка, введи \q<confirmword>\q і натисни кнопку «OK» для завершення дії"
"TID_CONFIRM_WORD","ПІДТВЕРДИТИ"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Введи нове ім’я ще раз, щоб підтвердити зміну.\nТвоє нове ім’я:"
"TID_BUTTON_CONFIRM","Підтвердити"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Нова подія через"
"TID_EVENTS_TIME_LEFT","Залишилося"
"TID_EVENTS_NEW","НОВЕ!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_EVENT_LOCKED","ЗАБЛОКОВАНО"
"TID_EVENTS_TROPHY_REQ","Щоб розблокувати, набери <c00ffff><COUNT></c> трофеїв."
"TID_EVENTS_PRO_LEAGUE_REQ","Щоб розблокувати, отримай зіркову силу для бійця."
"TID_GAME_STARTING","<LOCATION>: бій скоро почнеться. Приєднуйся!"
